,label,text
282,Neutral,Now who can guarantee that @apple hd nothing 2 do with @Blackberry RIM server failure?!Days after over 4million iPhone 4S sold in 3days!?!
283,Neutral,@Apple sells record 4M #iPhone4S phones in first 3 days!
284,Pos,RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple
285,Neg,So my iMessage still isn't working! @apple
286,Neutral,RT @thejjmg: My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/Iqa0ipVt @Apple ah mines being sinking...
287,Neg,but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz
288,Pos,Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM
289,Neutral,@sprint is slow slow slow. beware when signing with #SlowSprint. @apple #iphone #iphone4 #iphone4s #Siri #android #TheBufferingNetwork
290,Neutral,Will @Apple's Mac ever properly be used in the financial markets or is it purely a creatives device? Shift from IBM to Mac? #finpanther
291,Pos,I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's
292,Neg,You know @apple It's been almost a week since I paid for iTunes Match I would really like to use it. Any ETA on a fix?
293,Neg,Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell's monopolistic prctices?
294,Pos,Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards
295,Neutral,picking up my #iPhone4S in two hours @Apple!
296,Neg,@Apple #iOS5 NONSTOP DROPPED CALLS&MUTE BUTTON RANDOMLY ACTIVATING&PERSON CANT HEAR ME PULL PHONE FROM EAR TO BE ON A MOBILE ME SCREEN
297,Neg,@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx
298,Neutral,RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
299,Neutral,Next year is going to be really interesting in tech as @Google @Amazon @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH
300,Pos,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX
301,Neutral,Right. Migrate from older mbp to imac using ethernet not firewire. Thanks Drew for saving me some $. @apple http://t.co/IAHHaGXy
302,Neutral,@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker
303,Neutral,These cos are worth billions: @Apple @Facebook @Google & @Amazon and they are battling for consumers  http://t.co/4WxPCH9h via @fastcompany
304,Neutral,RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ...
305,Neutral,@hanrahan52 @apple Don't say things you can't take back Joel.
306,Pos,Bravo @Apple! http://t.co/BgoTzj7K
307,Neutral,iPhone 4S 8MP camera : Its a SONY. http://t.co/njTHOi2x @sony @apple #apple #iphone4S #cameras
308,Neutral,@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps.
309,Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/g8Uof7uz #PampersHelloApps
310,Neutral,@Apple to shut stores!!! C'mon Only Wednesday for @SteveJobs memorial.
311,Neutral,RT @FaithMcNally: @RhiannaRaee hanging @apple in tacoma listening to the beatles!
312,Neutral,RT @jesperordrup: Hi @apple. Household has 4 iphones 2 ipads 2 minis 2 apple tv AirPorts Timecapsule +. Whats a usable iPhoto shari ...
313,Neutral,i wish my iPOD had a feature when it's on the dock to scroll the artist album and song title in huge font across it... @Apple
314,Neg,Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....
315,Neutral,RT @edatpost: Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
316,Neutral,@Keke71 @blackberry @apple haha I know. So sad.
317,Pos,Once again getting great customer service from the @apple store at millenia mall.
318,Neg,oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it
319,Neutral,@reddclay81 Well then!P.S. Did you respond so fast because of @Apple 's #iOS5 ?
320,Neutral,RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
321,Pos,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
322,Neutral,@apple predicts #Siri in 1987 in video the video is staged for September 2011 http://t.co/tFNRP3MD
323,Neutral,RT @TravisDommert:Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to #innov...
324,Neutral,3 principal global players will be active in every market...@Amazon @Apple & @Kobo. @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon
325,Neg,@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn't improve by Monday I'm returning my iPhone 4S.
326,Neutral,RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/OshPyV2G
327,Neutral,Proof that my dad loves my sis more. RT @AnnaCorinne16 woke up to my dad at my door w my new iphone. he surprised me & went to @apple!
328,Neutral,Hey @apple next update can we get an emoji that's pointing the middle finger please?? Thanx!!
329,Neg,Seemingly endless loop of calls to @apple @ups @verizonwireless to investigate my missing #iphone4s. #crankywithnophone
330,Neutral,@APPLE freaks is Siri available for Iphone 4 yet?
331,Neutral,#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple.inc
332,Neg,90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas.
333,Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/gIHYpzWO #PampersHelloApps
334,Neutral,@Apple store dude i hear an accent where ru from? me no from ct but ur not 1st 2 tell me that dude maybe its... http://t.co/93Ztje8p
335,Neutral,RT @HaendelBalzora: dear @apple please invent FaceTime Voicemails. sincerely haendel balzora jr. #apple
336,Neutral,The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany
337,Pos,Awesome service from the @apple store in pc. Thanks chris!
338,Neutral,Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again any time I click the ball it acts like a left click. @Apple
339,Neutral,@apple stuck it to @amazon when it unveiled iCloud showing that the placement of 'i' before the name of even a failed effort yields success
340,Neutral,@CoLDSToRAGE Haven't had a chance to check out the #android overhaul but ebooks are likely a response to @apple newsstand baked into #iOS5
341,Neg,@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever
342,Neg,@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
343,Neg,Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon
344,Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/I6woujUh #PampersHelloApps
345,Neutral,@Apple has lunched its new OS: iSO 5
346,Neg,The line at the @apple is just STUPID
347,Neutral,...now with Siri were talking to our iPhones... how will we ever know if people are really truly crazy? :P #iphone4s #Siri #apple @apple
348,Neutral,You know what would be awesome? If @QVC sold @apple iPads on easy pay. #yesplease
349,Neg,@apple No I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now
350,Neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/ws7LINTS @apple #apple #iphone #siri
351,Neutral,@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy
352,Neutral,got the new @apple update
353,Neutral,De la nada mi #iPhone4 se fue a negro y empez a vibrar hubo que resetearlo que onda con #iOS5 WTFH @Apple
354,Neutral,OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?
355,Neg,@Apple iTunes is the worst program ever. For such a great phone you make some awful software.
356,Pos,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone
357,Neutral,@Apple main office is #nowplaying  A milli - Lil Wayne.
358,Neutral,A brick n mortar @Google store? Coming soon to London US next? Copying @Apple business model? http://t.co/l4VTHsv5
359,Neg,@apple battery life suck on iOS 5
360,Neg,I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm
361,Neg,Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
362,Neutral,Why @Apple so valuable good analysis of trended profits iOS vs. Microsoft: Comparing the bottom lines  http://t.co/k9qst4R4 via @asymco
363,Neutral,Cool @apple / Steve Jobs infographic http://t.co/Prb5yx4X @MickH87 - timeline history
364,Pos,Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ.
365,Neg,@philipgrey: dear @apple why you gotta go change the way &lt;input type=number&gt; is handled out of the blue?
366,Neutral,waiting for Jacob @fairview @apple storeee
367,Neg,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii
368,Neg,could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous
369,Neutral,Spell check needed when saving documents - fingers crossed Steve Jobs left that nugget of technology behind on the @Apple to do list. :)
370,Neutral,@Apple why do you have such a beef with @Windows?  #cantwealljustgetalong
371,Pos,S/O to @apple for replacing my phone for free
372,Neg,Iphone 4s siri doesn't work for shit @apple
373,Neutral,@NoVaTyler: @Foreverfit4u amazing how quickly apple went down the poop tube It couldn't have 2do w/operator error! #sarcasm Still  @apple
374,Neg,@apple $319 to repair my iPad 2 Apple you've lost me and my $700 a year Android here I come!
375,Neutral,@Mommy_gaga  #Win an @Apple iPod Touch and get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps
376,Neg,Oh @apple. Steve obviously had nothing to do with iPhoto as it's the perfect opposite of 'insanely great'. Get it fixed please.
377,Neg,I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail
378,Neg,@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??
379,Neg,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.
380,Neutral,New #iOS5 notification center is a big improvement but @apple missed an easy trick by not making it fully available on lock screen.
381,Pos,I  @Apple http://t.co/a8on3IAa
382,Neg,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
383,Neg,I hate you @apple for not sending Toledooh @bestbuy any @iPhone for @verizon even after I pre ordered!!!
384,Neutral,@ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?
385,Neutral,@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month.
386,Pos,Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D
387,Neutral,MacBook Pros constrained new models appear in Apples inventory system @apple @macbookpro... http://t.co/blGr9Ue5
388,Neutral,Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple
389,Pos,#iOs5 is nice and as it had to be ! Thanks @Apple
390,Neg,@Apple #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.
391,Neutral,@Mommy_gaga #Win an @Apple iPod Touch @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps
392,Neutral,@WIREDInsider beautiful yes. though it simply reminds me of @apple's spinning wheel of death. clock reinvented: http://t.co/tJcJAqfl
393,Pos,#iCloud set up was flawless and works like a champ! To the Cloud @Apple
394,Neg,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise
395,Neg,Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!
396,Neutral,@apple #siri http://t.co/k7b686hX
397,Pos,@jonsibley Actually the @Apple  mouse is pretty sweet man.
398,Neg,iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.
399,Neutral,@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone
400,Neutral,RT @TimjwDowning: #iOS 5  is a great system but it's taken all day to download @apple
401,Neutral,Wow... @Apple sold 4 million iPhone 4S in a single weekend... http://t.co/WDLHZsza
402,Pos,@azee1v1 @apple @umber AppStore is well done so is iTunes on the mobile devices.  I was talking about desktop app.
403,Pos,@RIM you made it too easy for me to switch to @Apple iPhone. See ya!
404,Neutral,@coatgal had a really interestng experience up in the @Apple store though Paul was with me up there faulty #iphone4 - but out of warranty
405,Neg,So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT
406,Neg,hey @apple do you wanna fix my fucking playlist order you piece of shit
407,Neutral,Apple sold 4 million iPhone 4S units on first weekend - Appletell: http://t.co/vs5r1oox #iPhone4S @Apple #fb
408,Neutral,Can this ho Siri update your tweets? cc: @apple @iPhone_News
409,Neutral,@vlingo is a POOR substitute for Siri!! Yo @APPLE gimmie Siri!!!!
410,Neutral,Do people loved Steve? Check out this photo from @Apple store http://t.co/jIqBGghC
411,Neutral,.@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
412,Neutral,Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.
413,Neg,This does not bode well. After charging all night my @Apple iPhone 4S has 25% battery after only 3hr off charger with no calls & light use
414,Pos,When you want something done right you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered
415,Neg,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN
416,Neg,not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help
417,Neg,Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
418,Neg,@apple not happy with Apple today. I did the suggested software update and now nothing works!!!
419,Neutral,@apple http://t.co/awASwV5u
420,Neg,@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'
421,Neg,Is it too much to ask which app is incompatible @apple? http://t.co/yKqip7nk
422,Pos,Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple
423,Neg,iMessage doesn't show the time a message was sent annoying @apple
424,Neutral,Need to update my apps. ): my apple ID is disabled.. Don't know what to do.. @apple @AppStore @itunes @Siri_Assistant
425,Neg,@apple why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail
426,Neutral,@HTC vs @Apple who winning
427,Neutral,Notes for Jobs @Apple store in Palo alto downtown. http://t.co/4BJjfq4h
428,Neutral,@xwordy iCloud was new; I didn't need weather or stocks but they were there pre #ios5 so I'm not hopeful that this will help @apple
429,Pos,Loving #iOS5 !! #awesome @Apple
430,Neg,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.
431,Neg,Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh
432,Neutral,RT @TheMacMob: Sprint Verizon & AT&T @Apple Stores http://t.co/ZOzR0UUz
433,Neutral,@FastCompany - The Great Tech War Of 2012: @Apple @Facebook @Google and @Amazon duking it out - http://t.co/HXsAlzPv via @ADerricks
434,Neg,See @Apple that what's happen when you release iPhone 4S with same crappy design as the old phone!
435,Neutral,Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN
436,Neutral,One of the great #entrepreneurs has died. #Steve #Jobs has passed away. Our hearts go out to his family and everyone at @Apple
437,Neg,@apple why does #iPhone4 plus #iOS5 equal half the battery life?
438,Neutral,Watching iGenius on @Discovery. Based on first 13 minutes @Apple never should have gone public in 1980.
439,Pos,iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes
440,Neg,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg
441,Neg,Been on hold with @apple customer service for 25 minutes. Wow lt's like they're #timewarnercable.
442,Neutral,How the community saw #SteveJobs - 12 Most #Community iCelebrates Steve Jobs - http://t.co/jJRwIvmc @Apple
443,Neutral,What's up with @apple stock going up after #SteveJobs death? #Apple #AppleStock
444,Neg,Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6
445,Neg,RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order you piece of shit
446,Neutral,Siri says some weird things | This is my next... http://t.co/H8n7caSg via @verge @hasanga @mohoisham @apple #Siri #LMFAO
447,Neg,has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!
448,Neg,I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple
449,Neutral,One thing I want from #ios is searching in the add bar similar to what Firefox or droid phones do. But thnx for a talking Google @apple ...
450,Pos,.@apple thanks for fixing this... http://t.co/wTj1ogDO
451,Neutral,Hey @Apple when did you hire @TheRock to tighten the screws on the bottom cases of your MacBook Pros?  #Ouch #NiceHire
452,Neg,@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.
453,Neg,@FishMama: If you made a purchase just wait for the @apple survey! hate going b/c of the bad #custserv
454,Neutral,RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy
455,Neg,@apple AirDrop #fail - Immediate declined your request. every time
456,Neg,@apple #siri can't connect to the network -- it's LESS useful that VoiceControl now... :(
457,Neutral,@Apple very disappointed Hogwarts not choice on world clock on iPhone
458,Neutral,@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out
459,Neg,Comparing @Office #live with @google #apps and @apple #iCloud  I do not see #iCloud leading the crowd. Do you agree ?
460,Neg,As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad
461,Neutral,Just when #TomCruise thought he had a unique name for his daughter @Apple pulls the rug out from under him with the new #Siri App.
462,Neutral,RT @rdingwell: .@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more its a disappointmen ...
463,Neutral,RT @TechHamlet: Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
464,Neutral,on that @Apple shit hard change my twitter name to @_iFynest
465,Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator - Posts on Twitter
466,Pos,@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required
467,Pos,Meet #Siri your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple
468,Neg,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat
469,Pos,I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek
470,Neutral,Too bad I'm not an @Apple junkie. #icloud #apple #ios5
471,Neg,RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownru ...
472,Neg,Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light
473,Neg,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!
474,Neg,none of my apps work after the new ios from @apple. what do i do?!?
475,Neutral,@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???
476,Neutral,RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ...
477,Neutral,@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through.
478,Neutral,@MisThang2u nope they wouldn't even let me & my mom switch @apple she has an upgrade mine isn't do til march
479,Neutral,Attending #mobilemem  listening to James Kelley from @apple .
480,Neutral,Waiting at end of 20 person line after checking in on time for my genius bar appt. @apple store...I do not find this system genius #FAIL
481,Neutral,@nansen @apple I have not heard of that. Hubby had no problems- I have not done it yet.
482,Neutral,@azee1v1 @apple @umber Better file info/easier to get to duplication of files when importing. Categorizing files.
483,Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps
484,Neg,@twalve @apple you know the issues they have with DST and alarms :p
485,Neutral,Still a line @apple store Hillsdale mall #94402 http://t.co/wzVxNz8E
486,Neutral,IHS: iPhone 4S shows key design and component changes. http://t.co/6tfiGiDV  @apple #apple #iphome4S #ios5
487,Neg,RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
488,Pos,Finally got the @apple IPhone thanks to @sprint getting with the times
489,Neutral,RT @Apple Yea our stores are open 7 days a week RT @Wasalu_Flora Me too? RT @DJ_BMONEY iPad ..+ iPhone 4s..= My Christmas gifts to my self.
490,Neg,@apple u guys are gay
491,Neg,@pmphillips @apple If my non-Apple equipment broke this often I guess I'd need an Asus genius bar. But it doesn't so I don't :-)
492,Neg,@ford should have teamed up with @Apple instead of @microsoft to make this SYNC system in my new focus. Car is sweet SYNC is #EpicFail
493,Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/DLLabuAK #PampersHelloApps
494,Neutral,Comparing the @apple & @BlackBerry apps/interfaces can anyone imagine how @BlackBerry could have done worse? #sadreally
495,Pos,@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry
496,Neg,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.
497,Neg,@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.
498,Neg,Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox Chrome). #sadmac
499,Neutral,Steve Jobs Biopic Coming Soon - @Apple #Apple #SteveJobs http://t.co/DxZBa5bG
500,Neutral,RT @shanmoorthy: Next year is going to be really interesting in tech as @Google @Amazon @Facebook and @Apple vie for new growth areas  ...
501,Neutral,RT @MyMelange: Wall to wall people security and a huge line outside just to get in the @Apple store.  http://t.co/i1khkgJm
502,Neutral,RT @TerryStorch: With @twitter and @apple partnership would be great if SMS from 40404 to iOS devices would use imessage.
503,Neutral,gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance
504,Neutral,RT @Porter_Anderson: 3 principal global players will be active in every market...@Amazon @Apple & @Kobo. @MikeShatzkin http://t.co/1 ...
505,Neutral,So @apple changed the look of their on/off toggle. I wonder how long it will take for all the hip web apps to follow...
506,Pos,This good here iPhone will do me VERY well today. Thanks to the gods that are @apple.
507,Neutral,@apple out of respect I really do think  the Apple logo should be revised to the one you have no doubt seen http://t.co/xNKwgxme
508,Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/fnbKNwmj #PampersHelloApps Ends10/21
509,Neg,need @apple help!! installing new ios on #iphone4 and am stuck on the Find My iPhone screen :( i keep clicking next but it doesn't work
510,Neutral,@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.
511,Neutral,@Apple do not buy an iPhone 4s that isn't in the store. THEY ARE NOT MADE YET AND DEFRAUDING YOU
512,Neutral,I have to change my homepage from @apple.  Steve Jobs looks like an owl
513,Neutral,RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
514,Pos,Just registered as an @apple developer... Here's hoping I can actually do it... Any help greatly appreciated!
515,Neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple #apple #iphone #siri
516,Neg,RT @Jewelz2611 @mashable @apple iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
517,Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps
518,Neutral,Siri keeps trying to send me to escort services....is that legal? @Apple
519,Neg,Why is  #Siri always down @apple
520,Neg,@apple took my Siri and made it exclusive to iPhone 4S  #SoRude
521,Neg,Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple
522,Neg,@mashable @apple iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
523,Neg,RT @CircusTK: I'm wit chu!! @ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...
524,Neutral,@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems
525,Neutral,I love @apple & I love my phone.. but ever since this damn update my texts keep saying they're full when there are none & that's a PROBLEM!!
526,Pos,Day305 I'm thankful for the great customer service received today from @Apple via phone CS new phone on the way #365daysofgratefulness
527,Neutral,@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill
528,Neutral,@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter
529,Pos,Create new folders from within your photo album in #iOS5 finally!! Thanks @Apple that's been a thorn in my side for a while. #newfeature
530,Pos,! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones & their uber useful flashcard apps
531,Pos,Just apply for a job at @Apple hope they call me lol
532,Neutral,@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW
533,Neg,on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.
534,Pos,I &lt;3 @apple http://t.co/ondXWpEr
535,Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps
536,Neutral,@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy
537,Neutral,Iphone update is great but seriously @apple let me delete stuff I dont want like gamecenter. Steve wont mind...
538,Neutral,Would you look at that.. @SouthwestAir does @Apple style welcomes as well. http://t.co/t0TrFnk8 #customerappreciation #custserv
539,Neutral,@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.
540,Neutral,..... Um why No black people@Apple
541,Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator --- Posts on Twitter
542,Neg,#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!
543,Neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri
544,Pos,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
545,Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator -- Posts on Twitter
546,Neutral,iPhone 4S 8MP camera : Its a SONY. http://t.co/X1J8HNZu @sony @apple #apple #iphone4S #cameras
547,Neg,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!
548,Neutral,Goodbye @Evernote Welcome #NotesintheCloud thx @Apple
549,Neg,@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it
550,Neg,Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple
551,Neg,It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5
552,Neutral,Watching @cotmtulsa webcast on Joseph  from my iPad on my @apple TV. I love technology. http://t.co/mpBZyl72
553,Neg,@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt
554,Neutral,People are waiting in line @apple for phones at 1:30 on a Tuesday! Don't you people have Jobs(no pun intended?)???
555,Pos,So I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac
556,Pos,@apple Siri is amazing
557,Neutral,yeah @apple is updated!! planking photos #lmaoo http://t.co/IusXJJDq
558,Neg,Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!
559,Neg,@apple No location reminders on ipad2! That was the point of updating to iOS 5
